"X","Y","OBJECTID","EVENT_UNIQUE_ID","REPORT_DATE","OCC_DATE","REPORT_YEAR","REPORT_MONTH","REPORT_DAY","REPORT_DOY","REPORT_DOW","REPORT_HOUR","OCC_YEAR","OCC_MONTH","OCC_DAY","OCC_DOY","OCC_DOW","OCC_HOUR","DIVISION","LOCATION_TYPE","PREMISES_TYPE","UCR_CODE","UCR_EXT","OFFENCE","MCI_CATEGORY","HOOD_158","NEIGHBOURHOOD_158","HOOD_140","NEIGHBOURHOOD_140","LONG_WGS84","LAT_WGS84"
-8832286.72723367,5415983.15437391,393133,"GO-20241201736","2024/06/03 05:00:00+00","2024/06/03 05:00:00+00",2024,"June",3,155,"Monday    ",11,2024,"June",3,155,"Monday    ",11,"D55","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1610,150,"Robbery - Purse Snatch","Robbery","069","Blake-Jones (69)","069","Blake-Jones (69)",-79.3417816084041,43.6795380762756
-8832135.1528339,5414229.75914228,393134,"GO-20241201593","2024/06/03 05:00:00+00","2024/06/03 05:00:00+00",2024,"June",3,155,"Monday    ",14,2024,"June",3,155,"Monday    ",11,"D55","Open Areas (Lakes, Parks, Rivers)","Outside",1430,100,"Assault","Assault","070","South Riverdale (70)","070","South Riverdale (70)",-79.3404199915741,43.6681456413067
-8852380.76250069,5410656.5614261,393136,"GO-20241212316","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",16,2024,"June",4,156,"Tuesday   ",5,"D22","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",2135,210,"Theft Of Motor Vehicle","Auto Theft","016","Stonegate-Queensway (16)","016","Stonegate-Queensway (16)",-79.5222893978301,43.6449226053309
-8839961.24833097,5428487.7964715,393137,"GO-20241214197","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",20,2024,"June",4,156,"Tuesday   ",19,"D32","Ttc Subway Station","Transit",1420,100,"Assault With Weapon","Assault","038","Lansing-Westgate (38)","038","Lansing-Westgate (38)",-79.4107230044246,43.7607224878778
-8856527.55824808,5407448.83777616,393138,"GO-20241215577","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",23,2024,"June",4,156,"Tuesday   ",22,"D22","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",2135,210,"Theft Of Motor Vehicle","Auto Theft","159","Etobicoke City Centre (159)","014","Islington-City Centre West (14)",-79.5595406977707,43.624067219478
-8857328.03255005,5409826.69276078,393139,"GO-20241214936","2024/06/04 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",4,156,"Tuesday   ",21,2024,"June",1,153,"Saturday  ",21,"D22","Single Home, House (Attach Garage, Cottage, Mobile)","House",2135,210,"Theft Of Motor Vehicle","Auto Theft","013","Etobicoke West Mall (13)","013","Etobicoke West Mall (13)",-79.5667314806803,43.63952781181
-8843359.46681168,5411619.89279378,393140,"GO-20241214580","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",20,2024,"June",4,156,"Tuesday   ",20,"D11","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",1420,100,"Assault With Weapon","Assault","083","Dufferin Grove (83)","083","Dufferin Grove (83)",-79.4412497195822,43.6511844016544
-8831583.24560403,5422194.41426496,393141,"GO-20241210906","2024/06/04 05:00:00+00","2024/06/03 05:00:00+00",2024,"June",4,156,"Tuesday   ",13,2024,"June",3,155,"Monday    ",21,"D55","Single Home, House (Attach Garage, Cottage, Mobile)","House",2135,210,"Theft Of Motor Vehicle","Auto Theft","044","Flemingdon Park (44)","044","Flemingdon Park (44)",-79.3354621253044,43.7198774490119
-8851533.82422251,5407378.31873532,393142,"GO-20241207936","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",5,2024,"June",4,156,"Tuesday   ",5,"D22","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1430,100,"Assault","Assault","016","Stonegate-Queensway (16)","016","Stonegate-Queensway (16)",-79.5146812222308,43.6236086497343
-8809136.91995818,5431757.48319033,393143,"GO-20241207658","2024/06/04 05:00:00+00","2024/06/03 05:00:00+00",2024,"June",4,156,"Tuesday   ",3,2024,"June",3,155,"Monday    ",23,"D43","Single Home, House (Attach Garage, Cottage, Mobile)","House",2135,210,"Theft Of Motor Vehicle","Auto Theft","143","West Rouge (143)","131","Rouge (131)",-79.1338233508045,43.7819322688903
-8847909.06089324,5413836.10897413,393144,"GO-20241214053","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",19,2024,"June",4,156,"Tuesday   ",18,"D11","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",1610,200,"Robbery - Mugging","Robbery","089","Runnymede-Bloor West Village (89)","089","Runnymede-Bloor West Village (89)",-79.4821194185036,43.6655876575872
-8822541.76702343,5430940.94632307,393145,"GO-20241211609","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",14,2024,"June",4,156,"Tuesday   ",8,"D43","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",2135,210,"Theft Of Motor Vehicle","Auto Theft","156","Bendale-Glen Andrew (156)","127","Bendale (127)",-79.2542411407459,43.7766362676131
-8836402.75861527,5412101.96424858,393146,"GO-20241213075","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",17,2024,"June",4,156,"Tuesday   ",11,"D51","Apartment (Rooming House, Condo)","Apartment",2120,200,"B&E","Break and Enter","168","Downtown Yonge East (168)","075","Church-Yonge Corridor (75)",-79.3787565471547,43.6543176934214
-8837806.32340181,5432257.4988487,393147,"GO-20241209644","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",10,2024,"June",4,156,"Tuesday   ",10,"D33","Apartment (Rooming House, Condo)","Apartment",2130,210,"Theft Over","Theft Over","049","Bayview Woods-Steeles (49)","049","Bayview Woods-Steeles (49)",-79.3913649836918,43.7851751038533
-8836055.4755338,5412487.35798017,393149,"GO-20241215041","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",21,2024,"June",4,156,"Tuesday   ",21,"D51","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1610,200,"Robbery - Mugging","Robbery","168","Downtown Yonge East (168)","075","Church-Yonge Corridor (75)",-79.3756368500693,43.6568224959262
-8859974.42089724,5427554.55686059,393150,"GO-20241212874","2024/06/04 05:00:00+00","2024/04/15 05:00:00+00",2024,"June",4,156,"Tuesday   ",16,2024,"April",15,106,"Monday    ",12,"D23","Single Home, House (Attach Garage, Cottage, Mobile)","House",1430,100,"Assault","Assault","002","Mount Olive-Silverstone-Jamestown (2)","002","Mount Olive-Silverstone-Jamestown (2)",-79.5905043916813,43.7546673761303
-8836509.11292281,5411026.9381546,393151,"GO-20241213719","2024/06/04 05:00:00+00","2024/05/28 05:00:00+00",2024,"June",4,156,"Tuesday   ",18,2024,"May",28,149,"Tuesday   ",7,"D52","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",2130,210,"Theft Over","Theft Over","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)",-79.3797119440793,43.6473301864338
-8840556.55446619,5413602.94932312,393152,"GO-20241209947","2024/06/04 05:00:00+00","2024/06/03 05:00:00+00",2024,"June",4,156,"Tuesday   ",17,2024,"June",3,155,"Monday    ",23,"D14","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",2120,200,"B&E","Break and Enter","095","Annex (95)","095","Annex (95)",-79.4160707300858,43.6640725086699
-8844147.49670777,5415925.8539706,393153,"GO-20241211605","2024/06/04 05:00:00+00","2024/06/03 05:00:00+00",2024,"June",4,156,"Tuesday   ",14,2024,"June",3,155,"Monday    ",22,"D13","Private Property Structure (Pool, Shed, Detached Garage)","Other",2120,200,"B&E","Break and Enter","092","Corso Italia-Davenport (92)","092","Corso Italia-Davenport (92)",-79.4483287133396,43.6791658091184
-8838221.69660829,5414670.48718899,393154,"GO-20241215143","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",21,2024,"June",4,156,"Tuesday   ",21,"D53","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",2135,210,"Theft Of Motor Vehicle","Auto Theft","095","Annex (95)","095","Annex (95)",-79.3950963451987,43.6710094121077
-8840087.34303514,5434518.07724808,393155,"GO-20241212605","2024/06/04 05:00:00+00","2024/06/03 05:00:00+00",2024,"June",4,156,"Tuesday   ",16,2024,"June",3,155,"Monday    ",23,"D32","Single Home, House (Attach Garage, Cottage, Mobile)","House",2130,210,"Theft Over","Theft Over","050","Newtonbrook East (50)","050","Newtonbrook East (50)",-79.4118557320682,43.7998338152061
-8843126.33040212,5409623.70905495,393156,"GO-20241212870","2024/06/04 05:00:00+00","2021/06/01 05:00:00+00",2024,"June",4,156,"Tuesday   ",16,2021,"June",1,152,"Tuesday   ",0,"D14","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","085","South Parkdale (85)","085","South Parkdale (85)",-79.4391554202803,43.6382081864325
-8822368.27448383,5431687.9142499,393157,"GO-20241207538","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",2,2024,"June",4,156,"Tuesday   ",2,"D42","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",2120,200,"B&E","Break and Enter","128","Agincourt South-Malvern West (128)","128","Agincourt South-Malvern West (128)",-79.2526826314656,43.7814810678168
-8827793.6460501,5428972.00485017,393158,"GO-20241210043","2024/06/04 05:00:00+00","2024/05/28 05:00:00+00",2024,"June",4,156,"Tuesday   ",11,2024,"May",28,149,"Tuesday   ",15,"D41","Unknown","Other",2135,210,"Theft Of Motor Vehicle","Auto Theft","119","Wexford/Maryvale (119)","119","Wexford/Maryvale (119)",-79.3014195729292,43.763863922148
-8849670.18310497,5404114.36382713,393159,"GO-20241213056","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",17,2024,"June",4,156,"Tuesday   ",17,"D22","Bar / Restaurant","Commercial",1430,100,"Assault","Assault","018","New Toronto (18)","018","New Toronto (18)",-79.4979398491472,43.6023800792587
-8836509.11292281,5411026.9381546,393160,"GO-20241213719","2024/06/04 05:00:00+00","2024/05/28 05:00:00+00",2024,"June",4,156,"Tuesday   ",18,2024,"May",28,149,"Tuesday   ",7,"D52","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",2135,210,"Theft Of Motor Vehicle","Auto Theft","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)",-79.3797119440793,43.6473301864338
-8846127.85208127,5427990.49896374,393161,"GO-20241208398","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",7,2024,"June",4,156,"Tuesday   ",5,"D32","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",1430,100,"Assault","Assault","027","York University Heights (27)","027","York University Heights (27)",-79.4661185479469,43.757495962682
-8844600.36732813,5421342.80889199,393162,"GO-20241207846","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",4,2024,"June",4,156,"Tuesday   ",4,"D32","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",1430,100,"Assault","Assault","031","Yorkdale-Glen Park (31)","031","Yorkdale-Glen Park (31)",-79.4523969186838,43.7143482562004
-8832757.07601597,5435641.9526309,393163,"GO-20241209826","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",10,2024,"June",4,156,"Tuesday   ",10,"D33","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",1430,100,"Assault","Assault","048","Hillcrest Village (48)","048","Hillcrest Village (48)",-79.3460068229293,43.8071202424229
-8838304.76265573,5412779.50673027,393164,"GO-20241209697","2024/06/04 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",4,156,"Tuesday   ",10,2024,"June",1,153,"Saturday  ",4,"D52","Apartment (Rooming House, Condo)","Apartment",2120,200,"B&E","Break and Enter","078","Kensington-Chinatown (78)","078","Kensington-Chinatown (78)",-79.3958425400097,43.658721199217
-8816417.26508379,5427916.06165916,393165,"GO-20241210247","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",11,2024,"June",4,156,"Tuesday   ",11,"D43","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1430,100,"Assault","Assault","136","West Hill (136)","136","West Hill (136)",-79.1992238043541,43.7570129900638
-8858479.09946194,5417630.79522191,393166,"GO-20241213300","2024/06/04 05:00:00+00","2024/05/26 05:00:00+00",2024,"June",4,156,"Tuesday   ",17,2024,"May",26,147,"Sunday    ",15,"D23","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",2135,210,"Theft Of Motor Vehicle","Auto Theft","001","West Humber-Clairville (1)","001","West Humber-Clairville (1)",-79.5770716906454,43.690241416249
-8823655.25158468,5436122.01609188,393167,"GO-20241209840","2024/06/04 05:00:00+00","2024/06/03 05:00:00+00",2024,"June",4,156,"Tuesday   ",10,2024,"June",3,155,"Monday    ",10,"D42","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","129","Agincourt North (129)","129","Agincourt North (129)",-79.2642437428443,43.810232369443
-8838590.43006508,5411179.68808635,393168,"GO-20241208139","2024/06/04 05:00:00+00","2024/05/29 05:00:00+00",2024,"June",4,156,"Tuesday   ",14,2024,"May",29,150,"Wednesday ",0,"D14","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",2120,220,"B&E W'Intent","Break and Enter","078","Kensington-Chinatown (78)","078","Kensington-Chinatown (78)",-79.3984087342858,43.6483230874268
-8837700.94514355,5415921.74716828,393169,"GO-20241200733","2024/06/04 05:00:00+00","2024/05/30 05:00:00+00",2024,"June",4,156,"Tuesday   ",14,2024,"May",30,151,"Thursday  ",11,"D53","Apartment (Rooming House, Condo)","Apartment",2120,200,"B&E","Break and Enter","095","Annex (95)","095","Annex (95)",-79.390418354775,43.6791391281185
-8835847.34203846,5414097.83665394,393170,"GO-20241215278","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",22,2024,"June",4,156,"Tuesday   ",22,"D51","Apartment (Rooming House, Condo)","Apartment",1420,110,"Assault Bodily Harm","Assault","074","North St.James Town (74)","074","North St.James Town (74)",-79.3737671550415,43.6672884064532
-8850967.92301946,5422966.86041786,393171,"GO-20241215483","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",22,2024,"June",4,156,"Tuesday   ",22,"D31","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",1420,100,"Assault With Weapon","Assault","154","Oakdale-Beverley Heights (154)","026","Downsview-Roding-CFB (26)",-79.5095976449909,43.7248922464395
-8825779.96785495,5430180.85356988,393172,"GO-20241208491","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",7,2024,"June",4,156,"Tuesday   ",0,"D41","Convenience Stores","Commercial",2120,200,"B&E","Break and Enter","126","Dorset Park (126)","126","Dorset Park (126)",-79.2833303943479,43.7717059380095
-8822351.89560187,5419557.75332448,393173,"GO-20241215385","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",22,2024,"June",4,156,"Tuesday   ",22,"D41","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","122","Birchcliffe-Cliffside (122)","122","Birchcliffe-Cliffside (122)",-79.2525354971449,43.7027568234041
-8848015.42588745,5408454.94247231,393174,"GO-20241208193","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",10,2024,"June",4,156,"Tuesday   ",0,"D22","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",2120,200,"B&E","Break and Enter","016","Stonegate-Queensway (16)","016","Stonegate-Queensway (16)",-79.483074912105,43.6306093043128
-8822541.76702343,5430940.94632307,393175,"GO-20241210986","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",13,2024,"June",4,156,"Tuesday   ",12,"D43","Ttc Bus Stop / Shelter / Loop","Outside",1610,100,"Robbery With Weapon","Robbery","156","Bendale-Glen Andrew (156)","127","Bendale (127)",-79.2542411407459,43.7766362676131
-8839706.50747991,5422662.14801386,393176,"GO-20241212614","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",16,2024,"June",4,156,"Tuesday   ",13,"D53","Single Home, House (Attach Garage, Cottage, Mobile)","House",2120,200,"B&E","Break and Enter","103","Lawrence Park South (103)","103","Lawrence Park South (103)",-79.4084346279448,43.7229140730932
-8826907.74238791,5419988.52696599,393177,"GO-20241209212","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",9,2024,"June",4,156,"Tuesday   ",9,"D41","Single Home, House (Attach Garage, Cottage, Mobile)","House",1430,100,"Assault","Assault","120","Clairlea-Birchmount (120)","120","Clairlea-Birchmount (120)",-79.2934613649427,43.7055542990278
-8851531.81713209,5412825.12682639,393178,"GO-20241210801","2024/06/04 05:00:00+00","2024/02/09 05:00:00+00",2024,"June",4,156,"Tuesday   ",12,2024,"February",9,40,"Friday    ",12,"D22","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",1430,100,"Assault","Assault","015","Kingsway South (15)","015","Kingsway South (15)",-79.5146631922155,43.6590176829399
-8838369.01815824,5418729.10173733,393179,"GO-20241209302","2024/06/04 05:00:00+00","2024/06/03 05:00:00+00",2024,"June",4,156,"Tuesday   ",9,2024,"June",3,155,"Monday    ",17,"D53","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",2135,210,"Theft Of Motor Vehicle","Auto Theft","174","South Eglinton-Davisville (174)","104","Mount Pleasant West (104)",-79.3964197568147,43.6973751312589
-8857436.00099021,5425676.09924769,393180,"GO-20241214670","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",20,2024,"June",4,156,"Tuesday   ",20,"D23","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","003","Thistletown-Beaumond Heights (3)","003","Thistletown-Beaumond Heights (3)",-79.5677013784569,43.7424775750506
-8820448.64645291,5420255.79903067,393181,"GO-20241211530","2024/06/04 05:00:00+00","2023/11/01 05:00:00+00",2024,"June",4,156,"Tuesday   ",14,2023,"November",1,305,"Wednesday ",8,"D41","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",2130,210,"Theft Over","Theft Over","123","Cliffcrest (123)","123","Cliffcrest (123)",-79.2354383194597,43.7072899179251
-8819568.34939688,5433948.80218607,393182,"GO-20241207745","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",3,2024,"June",4,156,"Tuesday   ",3,"D42","Convenience Stores","Commercial",2120,200,"B&E","Break and Enter","146","Malvern East (146)","132","Malvern (132)",-79.2275304758553,43.7961426919456
-8840265.78417138,5428660.08673373,393183,"GO-20241215157","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",21,2024,"June",4,156,"Tuesday   ",21,"D32","Ttc Subway Station","Transit",1430,100,"Assault","Assault","038","Lansing-Westgate (38)","038","Lansing-Westgate (38)",-79.4134586963741,43.7618402873875
-8843857.69945663,5433378.57901981,393184,"GO-20241211180","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",13,2024,"June",4,156,"Tuesday   ",13,"D32","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",1610,100,"Robbery With Weapon","Robbery","036","Newtonbrook West (36)","036","Newtonbrook West (36)",-79.4457254196885,43.7924451928447
-8839345.18701065,5421502.77159123,393185,"GO-20241208072","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",6,2024,"June",4,156,"Tuesday   ",4,"D53","Single Home, House (Attach Garage, Cottage, Mobile)","House",2135,210,"Theft Of Motor Vehicle","Auto Theft","103","Lawrence Park South (103)","103","Lawrence Park South (103)",-79.4051888306183,43.715386880232
-8843857.69945663,5433378.57901981,393186,"GO-20241211180","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",13,2024,"June",4,156,"Tuesday   ",13,"D32","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",1610,100,"Robbery With Weapon","Robbery","036","Newtonbrook West (36)","036","Newtonbrook West (36)",-79.4457254196885,43.7924451928447
-8860796.73485878,5424478.92021299,393187,"GO-20241210807","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",12,2024,"June",4,156,"Tuesday   ",1,"D23","Single Home, House (Attach Garage, Cottage, Mobile)","House",2135,210,"Theft Of Motor Vehicle","Auto Theft","001","West Humber-Clairville (1)","001","West Humber-Clairville (1)",-79.5978913641337,43.7347074728592
-8826464.00341669,5431547.80196431,393188,"GO-20241209169","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",9,2024,"June",4,156,"Tuesday   ",9,"D42","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",1610,140,"Robbery - Vehicle Jacking","Robbery","118","Tam O'Shanter-Sullivan (118)","118","Tam O'Shanter-Sullivan (118)",-79.2894751904782,43.7805723361888
-8853390.74409183,5405226.22479984,393190,"GO-20241213850","2024/06/04 05:00:00+00","2024/06/03 05:00:00+00",2024,"June",4,156,"Tuesday   ",19,2024,"June",3,155,"Monday    ",23,"D22","Single Home, House (Attach Garage, Cottage, Mobile)","House",2135,210,"Theft Of Motor Vehicle","Auto Theft","020","Alderwood (20)","020","Alderwood (20)",-79.5313622167943,43.6096123992811
-8822192.39458644,5439703.4446836,393191,"GO-20241207351","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",1,2024,"June",4,156,"Tuesday   ",1,"D42","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",2120,200,"B&E","Break and Enter","130","Milliken (130)","130","Milliken (130)",-79.2511026746568,43.8334447248636
-8826998.67315736,5434822.44796938,393192,"GO-20241207208","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",0,2024,"June",4,156,"Tuesday   ",0,"D42","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",2120,220,"B&E W'Intent","Break and Enter","130","Milliken (130)","130","Milliken (130)",-79.294278209578,43.8018072312962
-8837764.24051547,5414420.83113961,393193,"GO-20241211171","2024/06/04 05:00:00+00","2024/05/10 05:00:00+00",2024,"June",4,156,"Tuesday   ",13,2024,"May",10,131,"Friday    ",0,"D53","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",2130,210,"Theft Over","Theft Over","095","Annex (95)","095","Annex (95)",-79.3909869466495,43.6693872093231
-8821902.79537267,5433284.18320584,393194,"GO-20241213965","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",19,2024,"June",4,156,"Tuesday   ",18,"D42","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",2135,210,"Theft Of Motor Vehicle","Auto Theft","128","Agincourt South-Malvern West (128)","128","Agincourt South-Malvern West (128)",-79.2485011607851,43.7918330796802
-8843857.69945663,5433378.57901981,393195,"GO-20241211180","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",13,2024,"June",4,156,"Tuesday   ",13,"D32","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",1610,100,"Robbery With Weapon","Robbery","036","Newtonbrook West (36)","036","Newtonbrook West (36)",-79.4457254196885,43.7924451928447
-8862124.85564342,5424394.67272953,393196,"GO-20241207413","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",2,2024,"June",4,156,"Tuesday   ",2,"D23","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1430,100,"Assault","Assault","001","West Humber-Clairville (1)","001","West Humber-Clairville (1)",-79.6098220759835,43.7341606396734
-8859373.34908031,5423953.75843414,393197,"GO-20241211427","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",14,2024,"June",4,156,"Tuesday   ",14,"D23","Schools During Supervised Activity","Educational",1430,100,"Assault","Assault","002","Mount Olive-Silverstone-Jamestown (2)","002","Mount Olive-Silverstone-Jamestown (2)",-79.585104872008,43.7312986746294
-8847288.3075677,5430465.76187765,393198,"GO-20241208910","2024/06/04 05:00:00+00","2024/06/03 05:00:00+00",2024,"June",4,156,"Tuesday   ",8,2024,"June",3,155,"Monday    ",23,"D32","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",2130,210,"Theft Over","Theft Over","027","York University Heights (27)","027","York University Heights (27)",-79.476543097479,43.773554039344
-8849009.34296287,5406590.85715597,393199,"GO-20241200657","2024/06/04 05:00:00+00","2024/06/02 05:00:00+00",2024,"June",4,156,"Tuesday   ",9,2024,"June",2,154,"Sunday    ",9,"D22","Apartment (Rooming House, Condo)","Apartment",2130,200,"Theft From Mail / Bag / Key","Theft Over","160","Mimico-Queensway (160)","017","Mimico (includes Humber Bay Shores) (17)",-79.4920034206028,43.6184877318778
-8846158.13766194,5427020.51765811,393200,"GO-20241213415","2024/06/04 05:00:00+00","2024/06/02 05:00:00+00",2024,"June",4,156,"Tuesday   ",18,2024,"June",2,154,"Sunday    ",15,"D32","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",2135,210,"Theft Of Motor Vehicle","Auto Theft","027","York University Heights (27)","027","York University Heights (27)",-79.4663906084788,43.7512021088011
-8837432.66439151,5414514.93997706,393201,"GO-20241212073","2024/06/04 05:00:00+00","2024/06/03 05:00:00+00",2024,"June",4,156,"Tuesday   ",15,2024,"June",3,155,"Monday    ",12,"D53","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",1420,100,"Assault With Weapon","Assault","095","Annex (95)","095","Annex (95)",-79.3880083482595,43.6699987097251
-8824198.73126117,5423092.48691695,393202,"GO-20241212233","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",15,2024,"June",4,156,"Tuesday   ",15,"D41","Single Home, House (Attach Garage, Cottage, Mobile)","House",1430,100,"Assault","Assault","124","Kennedy Park (124)","124","Kennedy Park (124)",-79.2691259038139,43.7257077857058
-8856657.28976001,5427217.06587755,393203,"GO-20241211961","2024/06/04 05:00:00+00","2023/10/18 05:00:00+00",2024,"June",4,156,"Tuesday   ",16,2023,"October",18,291,"Wednesday ",8,"D31","Schools During Supervised Activity","Educational",1430,100,"Assault","Assault","021","Humber Summit (21)","021","Humber Summit (21)",-79.5607060963681,43.7524774923984
-8842432.7553166,5415331.45792997,393204,"GO-20241211877","2024/06/04 05:00:00+00","2024/06/04 05:00:00+00",2024,"June",4,156,"Tuesday   ",15,2024,"June",4,156,"Tuesday   ",13,"D13","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","094","Wychwood (94)","094","Wychwood (94)",-79.4329249285203,43.6753040242011
