"X","Y","OBJECTID","EVENT_UNIQUE_ID","REPORT_DATE","OCC_DATE","REPORT_YEAR","REPORT_MONTH","REPORT_DAY","REPORT_DOY","REPORT_DOW","REPORT_HOUR","OCC_YEAR","OCC_MONTH","OCC_DAY","OCC_DOY","OCC_DOW","OCC_HOUR","DIVISION","LOCATION_TYPE","PREMISES_TYPE","UCR_CODE","UCR_EXT","OFFENCE","MCI_CATEGORY","HOOD_158","NEIGHBOURHOOD_158","HOOD_140","NEIGHBOURHOOD_140","LONG_WGS84","LAT_WGS84"
-8855488.4786326,5416241.24109512,392761,"GO-20241185211","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",7,2024,"June",1,153,"Saturday  ",1,"D23","Single Home, House (Attach Garage, Cottage, Mobile)","House",2135,210,"Theft Of Motor Vehicle","Auto Theft","007","Willowridge-Martingrove-Richview (7)","007","Willowridge-Martingrove-Richview (7)",-79.5502064868525,43.6812147754445
-8840320.96902783,5412793.67878064,392762,"GO-20241184252","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",2,2024,"June",1,153,"Saturday  ",2,"D14","Schools During Un-Supervised Activity","Educational",1610,200,"Robbery - Mugging","Robbery","080","Palmerston-Little Italy (80)","080","Palmerston-Little Italy (80)",-79.4139544297436,43.6588133026204
-8829779.81808962,5425475.75215553,392763,"GO-20241184623","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",3,2024,"June",1,153,"Saturday  ",3,"D33","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",2120,200,"B&E","Break and Enter","043","Victoria Village (43)","043","Victoria Village (43)",-79.3192616597932,43.7411773238148
-8851607.78622803,5406477.20807183,392764,"GO-20241184531","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",3,2024,"June",1,153,"Saturday  ",3,"D22","Dealership (Car, Motorcycle, Marine, Trailer, Etc.)","Commercial",2120,200,"B&E","Break and Enter","160","Mimico-Queensway (160)","017","Mimico (includes Humber Bay Shores) (17)",-79.5153456339508,43.6177486275434
-8851607.78622803,5406477.20807183,392765,"GO-20241184531","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",3,2024,"June",1,153,"Saturday  ",3,"D22","Dealership (Car, Motorcycle, Marine, Trailer, Etc.)","Commercial",2135,210,"Theft Of Motor Vehicle","Auto Theft","160","Mimico-Queensway (160)","017","Mimico (includes Humber Bay Shores) (17)",-79.5153456339508,43.6177486275434
-8819720.09300228,5439057.80474779,392766,"GO-20241191208","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",23,2024,"June",1,153,"Saturday  ",23,"D42","Single Home, House (Attach Garage, Cottage, Mobile)","House",2120,200,"B&E","Break and Enter","144","Morningside Heights (144)","131","Rouge (131)",-79.2288936117822,43.829260797561
-8822128.67330616,5430955.50104275,392767,"GO-20241188604","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",16,2024,"June",1,153,"Saturday  ",16,"D43","Homeless Shelter / Mission","Other",1430,100,"Assault","Assault","142","Woburn North (142)","137","Woburn (137)",-79.2505302572106,43.7767306732539
-8860425.33218325,5428049.40647822,392768,"GO-20241186302","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",11,2024,"June",1,153,"Saturday  ",11,"D23","Single Home, House (Attach Garage, Cottage, Mobile)","House",1430,100,"Assault","Assault","002","Mount Olive-Silverstone-Jamestown (2)","002","Mount Olive-Silverstone-Jamestown (2)",-79.5945549969803,43.7578781708657
-8830587.11449526,5416205.95001758,392769,"GO-20241185680","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",9,2024,"June",1,153,"Saturday  ",9,"D55","Single Home, House (Attach Garage, Cottage, Mobile)","House",2135,210,"Theft Of Motor Vehicle","Auto Theft","065","Greenwood-Coxwell (65)","065","Greenwood-Coxwell (65)",-79.3265137269061,43.6809855036831
-8847941.75876727,5424267.01799644,392770,"GO-20241188411","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",16,2024,"May",31,152,"Friday    ",15,"D31","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",2135,210,"Theft Of Motor Vehicle","Auto Theft","155","Downsview (155)","026","Downsview-Roding-CFB (26)",-79.4824131485251,43.7333320495225
-8830871.21163188,5415047.93348051,392771,"GO-20241186614","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",12,2024,"May",31,152,"Friday    ",19,"D55","Single Home, House (Attach Garage, Cottage, Mobile)","House",2135,210,"Theft Of Motor Vehicle","Auto Theft","070","South Riverdale (70)","070","South Riverdale (70)",-79.3290658145855,43.673461880748
-8853641.72701953,5420331.35216499,392772,"GO-20241184127","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",1,2024,"June",1,153,"Saturday  ",1,"D12","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","113","Weston (113)","113","Weston (113)",-79.5336168345541,43.7077805375844
-8853641.72701953,5420331.35216499,392773,"GO-20241184127","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",1,2024,"June",1,153,"Saturday  ",1,"D12","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","113","Weston (113)","113","Weston (113)",-79.5336168345541,43.7077805375844
-8839119.44266055,5412570.0151444,392774,"GO-20241184432","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",1,2024,"June",1,153,"Saturday  ",1,"D14","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1430,100,"Assault","Assault","079","University (79)","079","University (79)",-79.4031609347307,43.6573596990392
-8839119.44266055,5412570.0151444,392775,"GO-20241184432","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",1,2024,"June",1,153,"Saturday  ",1,"D14","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1430,100,"Assault","Assault","079","University (79)","079","University (79)",-79.4031609347307,43.6573596990392
-8836306.56722064,5411305.90216847,392776,"GO-20241184299","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",2,2024,"June",1,153,"Saturday  ",2,"D52","Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)","Commercial",1430,100,"Assault","Assault","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)",-79.3778924452923,43.6491434882471
-8826698.28508119,5423298.47023155,392777,"GO-20241185066","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",6,2024,"June",1,153,"Saturday  ",6,"D41","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",1430,100,"Assault","Assault","119","Wexford/Maryvale (119)","119","Wexford/Maryvale (119)",-79.2915797781562,43.7270449614474
-8830760.97405522,5421539.44041937,392778,"GO-20241185582","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",9,2024,"May",31,152,"Friday    ",22,"D55","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",2135,210,"Theft Of Motor Vehicle","Auto Theft","044","Flemingdon Park (44)","044","Flemingdon Park (44)",-79.3280755341621,43.7156249646203
-8835822.10568726,5413122.05855663,392779,"GO-20241187988","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",22,2024,"June",1,153,"Saturday  ",15,"D51","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1430,100,"Assault","Assault","073","Moss Park (73)","073","Moss Park (73)",-79.373540452842,43.6609474000511
-8828724.48861148,5425624.02742347,392780,"GO-20241191234","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",23,2024,"June",1,153,"Saturday  ",23,"D41","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",1430,100,"Assault","Assault","119","Wexford/Maryvale (119)","119","Wexford/Maryvale (119)",-79.3097814742512,43.7421396318155
-8848303.02858616,5416835.88627061,392781,"GO-20241190900","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",22,2024,"June",1,153,"Saturday  ",22,"D12","Apartment (Rooming House, Condo)","Apartment",1420,100,"Assault With Weapon","Assault","115","Mount Dennis (115)","115","Mount Dennis (115)",-79.4856584905703,43.6850777983825
-8836989.06868848,5415914.45140715,392782,"GO-20241186868","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",12,2024,"May",31,152,"Friday    ",2,"D53","Single Home, House (Attach Garage, Cottage, Mobile)","House",2120,220,"B&E W'Intent","Break and Enter","098","Rosedale-Moore Park (98)","098","Rosedale-Moore Park (98)",-79.3840234600186,43.6790917289915
-8851607.78622803,5406477.20807183,392783,"GO-20241184531","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",3,2024,"June",1,153,"Saturday  ",3,"D22","Dealership (Car, Motorcycle, Marine, Trailer, Etc.)","Commercial",2135,210,"Theft Of Motor Vehicle","Auto Theft","160","Mimico-Queensway (160)","017","Mimico (includes Humber Bay Shores) (17)",-79.5153456339508,43.6177486275434
-8851607.78622803,5406477.20807183,392784,"GO-20241184531","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",3,2024,"June",1,153,"Saturday  ",3,"D22","Dealership (Car, Motorcycle, Marine, Trailer, Etc.)","Commercial",2135,210,"Theft Of Motor Vehicle","Auto Theft","160","Mimico-Queensway (160)","017","Mimico (includes Humber Bay Shores) (17)",-79.5153456339508,43.6177486275434
-8835666.55061381,5424057.04236629,392785,"GO-20241191058","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",23,2024,"June",1,153,"Saturday  ",23,"D33","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1610,140,"Robbery - Vehicle Jacking","Robbery","041","Bridle Path-Sunnybrook-York Mills (41)","041","Bridle Path-Sunnybrook-York Mills (41)",-79.3721430776412,43.7319691005637
-8851398.551115,5422588.65417087,392786,"GO-20241187420","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",14,2024,"June",1,153,"Saturday  ",14,"D31","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",1430,100,"Assault","Assault","154","Oakdale-Beverley Heights (154)","026","Downsview-Roding-CFB (26)",-79.5134660434041,43.7224369464396
-8850967.92301946,5422966.86041786,392787,"GO-20241185766","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",9,2024,"May",31,152,"Friday    ",21,"D31","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","154","Oakdale-Beverley Heights (154)","026","Downsview-Roding-CFB (26)",-79.5095976449909,43.7248922464395
-8843353.79797794,5418131.81955369,392788,"GO-20241187166","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",13,2024,"June",1,153,"Saturday  ",12,"D13","Apartment (Rooming House, Condo)","Apartment",1610,100,"Robbery With Weapon","Robbery","107","Oakwood Village (107)","107","Oakwood Village (107)",-79.4411987956781,43.6934957723626
-8841978.18161935,5409691.98855568,392789,"GO-20241188871","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",19,2024,"May",31,152,"Friday    ",17,"D14","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","085","South Parkdale (85)","085","South Parkdale (85)",-79.4288414237182,43.6386520835864
-8837120.07068976,5419458.57636857,392790,"GO-20241190368","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",21,2024,"June",1,153,"Saturday  ",21,"D53","Schools During Un-Supervised Activity","Educational",2120,200,"B&E","Break and Enter","099","Mount Pleasant East (99)","099","Mount Pleasant East (99)",-79.3852002714796,43.7021127415584
-8856970.45341755,5416034.26753196,392791,"GO-20241186789","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",12,2024,"May",31,152,"Friday    ",23,"D23","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","007","Willowridge-Martingrove-Richview (7)","007","Willowridge-Martingrove-Richview (7)",-79.5635192931707,43.6798701441239
-8837849.09991989,5421076.68613159,392792,"GO-20241185772","2024/06/01 05:00:00+00","2024/05/28 05:00:00+00",2024,"June",1,153,"Saturday  ",9,2024,"May",28,149,"Tuesday   ",18,"D53","Schools During Un-Supervised Activity","Educational",1430,100,"Assault","Assault","173","North Toronto (173)","104","Mount Pleasant West (104)",-79.3917492521321,43.7126203039712
-8816087.78900203,5433290.50791553,392793,"GO-20241189398","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",18,2024,"June",1,153,"Saturday  ",18,"D43","Unknown","Other",2135,210,"Theft Of Motor Vehicle","Auto Theft","135","Morningside (135)","135","Morningside (135)",-79.1962640701547,43.7918740931286
-8827342.05449068,5418352.17515749,392794,"GO-20241188032","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",18,2024,"June",1,153,"Saturday  ",6,"D55","Private Property Structure (Pool, Shed, Detached Garage)","Other",2120,200,"B&E","Break and Enter","061","Taylor-Massey (61)","061","Taylor-Massey (61)",-79.2973628569635,43.6949270154543
-8853229.72935396,5409937.42071598,392795,"GO-20241187432","2024/06/01 05:00:00+00","2024/04/28 05:00:00+00",2024,"June",1,153,"Saturday  ",14,2024,"April",28,119,"Sunday    ",0,"D22","Single Home, House (Attach Garage, Cottage, Mobile)","House",2120,200,"B&E","Break and Enter","159","Etobicoke City Centre (159)","014","Islington-City Centre West (14)",-79.5299157971103,43.6402476582333
-8829047.30088589,5418109.5943436,392796,"GO-20241185338","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",16,2024,"June",1,153,"Saturday  ",1,"D55","Private Property Structure (Pool, Shed, Detached Garage)","Other",2120,200,"B&E","Break and Enter","060","Woodbine-Lumsden (60)","060","Woodbine-Lumsden (60)",-79.3126813455898,43.6933514137875
-8852286.09306614,5418278.9758181,392797,"GO-20241187133","2024/06/01 05:00:00+00","2024/05/01 05:00:00+00",2024,"June",1,153,"Saturday  ",13,2024,"May",1,122,"Wednesday ",12,"D23","Single Home, House (Attach Garage, Cottage, Mobile)","House",1430,100,"Assault","Assault","008","Humber Heights-Westmount (8)","008","Humber Heights-Westmount (8)",-79.5214389681103,43.694451578048
-8832916.88494112,5416942.21016757,392798,"GO-20241186401","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",11,2024,"May",31,152,"Friday    ",10,"D55","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",1430,100,"Assault","Assault","057","Broadview North (57)","057","Broadview North (57)",-79.3474424109915,43.6857684890158
-8840667.31713689,5409028.16100623,392799,"GO-20241185780","2024/06/01 05:00:00+00","2024/05/25 05:00:00+00",2024,"June",1,153,"Saturday  ",9,2024,"May",25,146,"Saturday  ",23,"D14","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",2120,220,"B&E W'Intent","Break and Enter","163","Fort York-Liberty Village (163)","082","Niagara (82)",-79.4170657276434,43.6343362762337
-8851659.93005862,5405605.58336524,392800,"GO-20241187152","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",13,2024,"May",31,152,"Friday    ",9,"D22","Jails / Detention Centres","Other",1430,100,"Assault","Assault","160","Mimico-Queensway (160)","017","Mimico (includes Humber Bay Shores) (17)",-79.5158140495646,43.6120798127361
-8838560.73002494,5410857.74545434,392801,"GO-20241184053","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",1,2024,"June",1,153,"Saturday  ",1,"D14","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","164","Wellington Place (164)","077","Waterfront Communities-The Island (77)",-79.3981419342902,43.646230385334
-8824729.81105958,5418813.35279426,392802,"GO-20241186433","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",11,2024,"June",1,153,"Saturday  ",11,"D41","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","121","Oakridge (121)","121","Oakridge (121)",-79.2738966753467,43.6979223231704
-8843387.8079748,5416522.75180224,392803,"GO-20241185724","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",9,2024,"June",1,153,"Saturday  ",0,"D13","Apartment (Rooming House, Condo)","Apartment",1420,110,"Assault Bodily Harm","Assault","107","Oakwood Village (107)","107","Oakwood Village (107)",-79.4415043126075,43.6830435984655
-8846541.77869097,5409459.12879523,392804,"GO-20241184233","2024/06/01 05:00:00+00","2024/05/01 05:00:00+00",2024,"June",1,153,"Saturday  ",2,2024,"May",1,122,"Wednesday ",0,"D11","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","087","High Park-Swansea (87)","087","High Park-Swansea (87)",-79.4698369135849,43.6371382051061
-8833351.34097999,5415960.75639976,392805,"GO-20241187728","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",14,2024,"June",1,153,"Saturday  ",14,"D55","Single Home, House (Attach Garage, Cottage, Mobile)","House",1430,100,"Assault","Assault","067","Playter Estates-Danforth (67)","067","Playter Estates-Danforth (67)",-79.3513451956464,43.6793925615301
-8851659.93005862,5405605.58336524,392806,"GO-20241186004","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",10,2024,"June",1,153,"Saturday  ",8,"D22","Jails / Detention Centres","Other",1430,100,"Assault","Assault","160","Mimico-Queensway (160)","017","Mimico (includes Humber Bay Shores) (17)",-79.5158140495646,43.6120798127361
-8851370.03629348,5425199.5216569,392807,"GO-20241187062","2024/06/01 05:00:00+00","2024/03/01 05:00:00+00",2024,"June",1,153,"Saturday  ",13,2024,"March",1,61,"Friday    ",15,"D31","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",1430,100,"Assault","Assault","025","Glenfield-Jane Heights (25)","025","Glenfield-Jane Heights (25)",-79.5132098896586,43.7393845436018
-8829102.94404468,5435326.80400965,392808,"GO-20241187281","2024/06/01 05:00:00+00","2024/05/30 05:00:00+00",2024,"June",1,153,"Saturday  ",13,2024,"May",30,151,"Thursday  ",9,"D42","Single Home, House (Attach Garage, Cottage, Mobile)","House",2120,200,"B&E","Break and Enter","148","East L'Amoreaux (148)","117","L'Amoreaux (117)",-79.3131811970588,43.8050771269073
-8828447.42308182,5419486.40960654,392809,"GO-20241183459","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",15,2024,"May",31,152,"Friday    ",21,"D55","Single Home, House (Attach Garage, Cottage, Mobile)","House",2120,200,"B&E","Break and Enter","054","O'Connor-Parkview (54)","054","O'Connor-Parkview (54)",-79.3072925524556,43.7022934987595
-8850967.92301946,5422966.86041786,392810,"GO-20241185766","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",9,2024,"May",31,152,"Friday    ",21,"D31","Apartment (Rooming House, Condo)","Apartment",2130,210,"Theft Over","Theft Over","154","Oakdale-Beverley Heights (154)","026","Downsview-Roding-CFB (26)",-79.5095976449909,43.7248922464395
-8847806.73568334,5407279.32180897,392811,"GO-20241190546","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",21,2024,"June",1,153,"Saturday  ",21,"D22","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1430,100,"Assault","Assault","161","Humber Bay Shores (161)","017","Mimico (includes Humber Bay Shores) (17)",-79.4812002159571,43.622964889692
-8843188.48007383,5411462.90460907,392812,"GO-20241188488","2024/06/01 05:00:00+00","2023/09/18 05:00:00+00",2024,"June",1,153,"Saturday  ",16,2023,"September",18,261,"Monday    ",16,"D11","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1420,100,"Assault With Weapon","Assault","083","Dufferin Grove (83)","083","Dufferin Grove (83)",-79.4397137200942,43.650163999782
-8845507.45141587,5417438.46155309,392813,"GO-20241184732","2024/06/01 05:00:00+00","2024/05/13 05:00:00+00",2024,"June",1,153,"Saturday  ",4,2024,"May",13,134,"Monday    ",0,"D13","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","109","Caledonia-Fairbank (109)","109","Caledonia-Fairbank (109)",-79.4605453943495,43.6889920835684
-8849601.242833,5404122.05073494,392814,"GO-20241187955","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",15,2024,"May",31,152,"Friday    ",10,"D22","Single Home, House (Attach Garage, Cottage, Mobile)","House",2135,210,"Theft Of Motor Vehicle","Auto Theft","160","Mimico-Queensway (160)","017","Mimico (includes Humber Bay Shores) (17)",-79.4973205481127,43.6024300825307
-8844421.60648232,5418579.18845408,392815,"GO-20241184679","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",4,2024,"June",1,153,"Saturday  ",4,"D13","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1430,100,"Assault","Assault","108","Briar Hill-Belgravia (108)","108","Briar Hill-Belgravia (108)",-79.450791082787,43.6964014652436
-8839362.31985952,5413955.19594336,392816,"GO-20241186495","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",11,2024,"June",1,153,"Saturday  ",11,"D14","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1430,100,"Assault","Assault","095","Annex (95)","095","Annex (95)",-79.4053427380041,43.6663615099583
-8828124.54379308,5431392.43207758,392817,"GO-20241181851","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",13,2024,"May",31,152,"Friday    ",16,"D42","Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg","Commercial",2130,210,"Theft Over","Theft Over","118","Tam O'Shanter-Sullivan (118)","118","Tam O'Shanter-Sullivan (118)",-79.304392077757,43.7795646308187
-8857023.26037836,5418058.86105797,392818,"GO-20241186601","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",12,2024,"June",1,153,"Saturday  ",5,"D23","Single Home, House (Attach Garage, Cottage, Mobile)","House",2135,210,"Theft Of Motor Vehicle","Auto Theft","007","Willowridge-Martingrove-Richview (7)","007","Willowridge-Martingrove-Richview (7)",-79.5639936655701,43.6930218876416
-8839011.95256024,5422998.04259953,392819,"GO-20241189396","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",18,2024,"June",1,153,"Saturday  ",18,"D53","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1420,100,"Assault With Weapon","Assault","105","Lawrence Park North (105)","105","Lawrence Park North (105)",-79.4021953350534,43.725094674516
-8855100.58263867,5418678.49946174,392820,"GO-20241186532","2024/06/01 05:00:00+00","2024/05/01 05:00:00+00",2024,"June",1,153,"Saturday  ",11,2024,"May",1,122,"Wednesday ",16,"D23","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1430,100,"Assault","Assault","006","Kingsview Village-The Westway (6)","006","Kingsview Village-The Westway (6)",-79.5467219582092,43.6970464776088
-8830221.22614202,5435161.62142652,392821,"GO-20241185472","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",8,2024,"June",1,153,"Saturday  ",6,"D42","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",2135,210,"Theft Of Motor Vehicle","Auto Theft","147","L'Amoreaux West (147)","117","L'Amoreaux (117)",-79.3232268963224,43.8040062173471
-8826361.54518001,5431668.94466605,392822,"GO-20241185140","2024/06/01 05:00:00+00","2024/05/31 05:00:00+00",2024,"June",1,153,"Saturday  ",7,2024,"May",31,152,"Friday    ",15,"D42","Single Home, House (Attach Garage, Cottage, Mobile)","House",2120,200,"B&E","Break and Enter","118","Tam O'Shanter-Sullivan (118)","118","Tam O'Shanter-Sullivan (118)",-79.2885547919263,43.7813580373301
-8838937.84773182,5414077.75439482,392823,"GO-20241185725","2024/06/01 05:00:00+00","2024/05/30 05:00:00+00",2024,"June",1,153,"Saturday  ",9,2024,"May",30,151,"Thursday  ",21,"D53","Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)","Commercial",2130,210,"Theft Over","Theft Over","095","Annex (95)","095","Annex (95)",-79.4015296396736,43.6671579095494
-8835266.58825499,5412802.01778009,392824,"GO-20241185367","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",8,2024,"June",1,153,"Saturday  ",8,"D51","Streets, Roads, Highways (Bicycle Path, Private Road)","Outside",1610,150,"Robbery - Purse Snatch","Robbery","073","Moss Park (73)","073","Moss Park (73)",-79.3685501554755,43.6588674979712
-8859055.91409391,5417471.80050601,392825,"GO-20241185181","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",7,2024,"June",1,153,"Saturday  ",7,"D23","Ttc Bus Stop / Shelter / Loop","Outside",1430,100,"Assault","Assault","001","West Humber-Clairville (1)","001","West Humber-Clairville (1)",-79.5822533054013,43.6892086437043
-8839004.85126728,5414975.58711389,392826,"GO-20241190623","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",21,2024,"June",1,153,"Saturday  ",21,"D53","Retirement Home","Other",1430,100,"Assault","Assault","095","Annex (95)","095","Annex (95)",-79.4021315428529,43.6729918155838
-8815874.04567227,5432889.27148857,392827,"GO-20241188436","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",16,2024,"June",1,153,"Saturday  ",16,"D43","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","135","Morningside (135)","135","Morningside (135)",-79.1943439807371,43.7892721934831
-8825685.82418235,5422836.50143453,392828,"GO-20241188156","2024/06/01 05:00:00+00","2024/05/17 05:00:00+00",2024,"June",1,153,"Saturday  ",15,2024,"May",17,138,"Friday    ",12,"D41","Dealership (Car, Motorcycle, Marine, Trailer, Etc.)","Commercial",2135,210,"Theft Of Motor Vehicle","Auto Theft","120","Clairlea-Birchmount (120)","120","Clairlea-Birchmount (120)",-79.28248468732,43.7240459723542
-8819001.57967916,5426724.63240014,392829,"GO-20241188482","2024/06/01 05:00:00+00","2024/05/25 05:00:00+00",2024,"June",1,153,"Saturday  ",22,2024,"May",25,146,"Saturday  ",16,"D43","Apartment (Rooming House, Condo)","Apartment",1430,100,"Assault","Assault","141","Golfdale-Cedarbrae-Woburn (141)","137","Woburn (137)",-79.2224390972263,43.7492820861616
-8832395.7846011,5414151.22622679,392830,"GO-20241189043","2024/06/01 05:00:00+00","2024/06/01 05:00:00+00",2024,"June",1,153,"Saturday  ",17,2024,"June",1,153,"Saturday  ",17,"D55","Parking Lots (Apt., Commercial Or Non-Commercial)","Outside",1430,100,"Assault","Assault","068","North Riverdale (68)","068","North Riverdale (68)",-79.34276128726,43.6676353343009
